33;22-2-1;8.00
33;22-2-2;12.50
33;22-2-3;2.50
33;22-2-4;10.00
33;22-2-5;8.80
33;22-2-6;10.00
33;22-2-7;9.00
33;22-3-2;8.00
33;22-3-3;7.90
33;22-3-4;5.10
33;22-3-5;2.10
33;22-3-6;10.00
33;22-4-1;10.00
33;22-4-3;10.00
33;22-4-4;10.00
33;22-4-5;10.00
33;22-4-7;9.00
33;22-5-1;8.30
33;22-5-2;3.40
33;22-5-3;8.30
33;22-5-4;0.50
33;22-5-5;10.00
33;22-5-6;9.00
33;22-5-7;4.80
34;21-1-1;9.00
34;21-2-5;2.40
34;21-3-6;4.10
34;22-1-7;9.50
34;22-2-7;6.80
34;22-3-7;5.90
34;22-4-7;7.10
34;23-1-1;5.90
34;23-1-7;2.80
35;22-1-1;7.10
35;22-1-2;5.70
35;23-1-1;7.30
35;23-1-4;10.00
35;23-1-5;4.20
35;23-1-6;6.80
35;23-1-7;10.40
37;22-1-1;6.00
38;22-1-7;12.00
39;21-1-1;3.90
39;21-1-2;9.30
39;21-1-5;3.80
39;21-1-6;9.00
39;21-2-2;9.00
39;21-2-5;7.20
39;21-4-1;8.00
39;21-4-5;7.80
39;21-4-6;5.00
39;21-5-1;3.20
39;21-5-2;8.90
39;22-1-1;4.20
39;22-1-2;6.20
39;22-1-7;8.50
39;22-2-4;7.00
39;22-2-5;7.80
39;22-2-7;7.20
39;22-4-2;1.30
39;22-4-7;12.00
39;22-5-1;10.00
39;22-5-3;7.30
39;23-1-7;10.00
39;23-2-4;10.00
39;23-2-7;12.00
39;23-3-1;9.00
39;23-3-6;5.90
39;23-4-3;1.50
39;23-4-6;9.00
39;23-4-7;4.90
39;23-5-5;12.00
39;23-5-7;15.00
40;21-1-1;8.80
40;21-1-2;10.00
40;21-1-3;9.10
40;21-1-4;9.10
40;21-1-5;7.00
40;21-1-6;11.50
40;21-3-3;8.40
40;21-3-5;10.00
40;21-3-6;12.00
40;21-4-3;7.50
40;21-4-6;9.70
40;23-1-4;10.00
40;24-1-1;8.00
40;24-1-2;3.80
40;24-1-4;7.00
40;24-1-5;6.30
40;24-1-8;6.50
40;24-2-2;9.00
40;24-2-3;4.70
40;24-2-5;4.60
40;24-2-6;7.10
40;24-2-7;5.70
40;24-3-1;10.10
40;24-3-2;9.70
40;24-3-5;7.20
40;24-3-7;6.00
40;24-4-1;10.00
40;24-4-2;4.80
40;24-4-3;8.00
40;24-4-4;9.70
40;24-4-6;2.70
40;24-4-7;9.20
40;24-5-6;13.00
40;25-1-1;6.40
40;25-1-4;8.40
40;25-1-5;6.10
40;25-1-6;5.40
40;25-1-8;12.10
40;25-2-4;6.00
41;22-1-2;8.10
41;22-2-1;6.20
41;22-2-4;8.40
41;22-4-1;9.30
41;22-4-3;5.40
41;22-5-1;10.00
41;22-5-3;8.00
41;23-1-1;9.00
41;23-1-3;3.50
41;23-1-5;10.00
41;23-1-6;6.90
41;23-1-7;8.80
41;23-2-4;10.00
41;23-2-7;8.20
41;23-3-5;7.00
41;23-3-6;5.90
41;23-4-1;10.60
41;23-4-3;8.00
41;23-4-7;1.00
41;23-5-3;9.00
41;23-5-4;6.80
41;24-1-4;7.00
41;24-1-6;9.00
41;24-1-7;10.00
41;24-1-8;5.50
41;24-3-3;10.00
41;24-3-5;4.00
41;24-3-8;12.50
41;24-4-1;10.00
41;24-4-6;9.00
41;24-5-1;7.20
41;24-5-3;11.00
41;24-5-7;13.00
41;25-1-1;6.90
41;25-1-3;7.00
41;25-1-5;7.00
41;25-1-6;6.70
41;25-1-8;13.00
41;25-2-1;11.50
41;25-2-5;8.00
41;25-2-7;3.50
41;25-3-1;12.00
41;25-3-2;10.00
41;25-3-4;10.00
41;25-3-5;5.90
41;25-3-6;8.30
41;25-3-7;7.00
41;25-3-8;11.30
41;25-4-2;8.00
41;25-4-4;8.00
41;25-4-7;4.60
41;25-4-8;2.10
41;25-5-2;9.00
41;25-5-3;11.00
41;25-5-4;11.00
41;25-5-7;0.60
41;25-5-8;1.30
42;21-1-6;10.20
42;21-2-2;4.10
42;21-3-3;5.40
42;21-4-1;8.00
42;21-5-3;9.00
42;21-5-5;1.90
42;22-1-2;8.50
42;22-2-4;7.20
42;22-4-7;7.20
43;22-2-4;7.90
43;22-4-1;9.40
43;22-5-2;2.20
43;22-5-3;5.40
43;23-1-5;10.00
44;22-2-1;7.80
44;22-2-2;9.60
44;22-2-3;10.00
44;22-2-4;10.00
44;22-2-5;10.00
44;22-2-6;10.00
44;22-2-7;11.40
44;22-3-1;10.00
44;22-3-2;6.20
44;22-3-3;13.00
44;22-3-5;14.70
44;22-3-6;10.00
44;22-4-5;9.30
44;22-5-5;10.00
47;21-1-1;6.50
47;21-1-3;7.10
47;21-1-6;9.30
47;21-2-1;7.00
47;21-2-4;0.00
47;21-2-5;2.20
47;21-3-1;6.50
