Benešov,Nemocnice Rudolfa a Stefanie;Benešov;5;477115.84875175846;5514976.638154783
Benešov,Neumannova;Benešov;5;477234.84078571206;5515525.966751608
Benešov,Nezvalova;Benešov;5;477754.41321955255;5515331.679517532
Benešov,Nová Pražská;Benešov;5;477552.7349177058;5514701.829286485
Benešov,Pennymarket;Benešov;5;478060.9852237839;5515020.907329781
Benešov,Pinko;Benešov;5;478245.7833265442;5514489.56150755
Benešov,Pivovar Ferdinand;Benešov;5;477821.81130494294;5514234.499870717
Benešov,Plavecký stadion;Benešov;5;477967.1088672834;5513977.414888597
Benešov,Pomněnice,zahrádky;Benešov;5;476377.1052937653;5515571.854824863
Benešov,Pomněnice;Benešov;5;476524.26306368015;5516248.551072526
Benešov,Pražská;Benešov;5;477401.6651056892;5514703.743164927
Benešov,Purkyňova;Benešov;5;476901.1464682988;5514713.070082369
Benešov,Rubešova;Benešov;5;477324.94781162613;5515095.535972225
Benešov,Technické služby;Benešov;5;477905.3544717209;5515075.742264101
Benešov,Terminál;Benešov;5;477239.1929252659;5514153.998117891
Benešov,Tylova;Benešov;5;477412.4843845781;5515282.633070352
Benešov,Vidlákova Lhota,rozc.;Benešov;5;474797.1827150875;5517275.363909431
Benešov,Vidlákova Lhota;Benešov;5;475194.5611247135;5517990.673332007
Benešov,Vlašimská dopravní hřiště;Benešov;5;478516.7125439767;5514365.416071361
Benešov,Zapova;Benešov;5;477986.6182013604;5514475.907323717
Benešov,Úročnice,rozc.Hrusice;Benešov;5;472724.52765080973;5516955.494233437
Benešov,Úročnice;Benešov;5;473274.30357670784;5517113.929642221
Benešov,Čechova;Benešov;5;477650.0878772001;5514845.289378946
Benešov,Černoleská;Benešov;5;478062.08697944414;5513659.788573694
Benešov,Černý les;Benešov;5;478431.35996596265;5513053.080457864
Benešov,Čerčanská;Benešov;5;477922.32159903314;5515550.263635988
Benice;Praha;PB;471707.69153411547;5540197.269082152
Benice;Praha;PB;471723.4350983826;5540195.0200358685
Benkova;Praha;P;464153.9942426105;5542962.568135564
Benátky n.Jiz.,Dražice,Na Štěpničce;Benátky n.Jiz.;5;488649.92811039014;5572418.514801627
Benátky n.Jiz.,Dražice,dvůr;Benátky n.Jiz.;5;488711.69266770704;5572835.109597602
Benátky n.Jiz.,Dražice,závod;Benátky n.Jiz.;5;489249.6219560584;5572924.56117767
Benátky n.Jiz.,Dražická;Benátky n.Jiz.;5;487871.35217074066;5571284.846752549
Benátky n.Jiz.,Husovo nám.;Benátky n.Jiz.;5;487636.1845969942;5571097.818681415
Benátky n.Jiz.,Vaněčkova;Benátky n.Jiz.;5;487846.9553242887;5571213.558847902
Benátky n.Jiz.,aut.st.;Benátky n.Jiz.;5;487753.4002519182;5570407.704331182
Benátky n.Jiz.,u hřbitova;Benátky n.Jiz.;5;488077.7680512472;5571595.2202860825
Beroun,Brdatka;Beroun;4;432398.9655344535;5536510.020312868
Beroun,Brožíkova;Beroun;34;434075.48453397205;5535527.3710490605
Beroun,Delvita;Beroun;4;432398.28285946103;5534305.211601982
Beroun,Eternitka;Beroun;4;433688.43986893387;5536670.954796774
Beroun,Hlinky;Beroun;4;433093.7902064051;5535227.062966845
Beroun,Hostim;Beroun;34;437531.7516700241;5534581.346032416
Beroun,Hostímská;Beroun;34;434409.54357022967;5534878.351034483
Beroun,Jarov odb.;Beroun;4;433271.23525584734;5533278.712701066
Beroun,Jarov,náves;Beroun;4;432847.2829662979;5533141.893362913
Beroun,Jungmannova;Beroun;4;432578.39252627676;5534701.257672542
Beroun,Lidl;Beroun;4;431650.770682837;5533757.642354934
Beroun,Lištice;Beroun;34;435671.06972088816;5534717.709664744
Beroun,Na Parkáně;Beroun;4;433672.9463989496;5534865.190918002
Beroun,Na Ratince;Beroun;4;433934.33980385674;5534040.0273996
Beroun,PAI;Beroun;4;433739.0423776167;5536069.2545927605
Beroun,Plzeňka;Beroun;4;432921.64657665463;5534634.487702894
Beroun,Plzeňská brána;Beroun;4;433250.6370794949;5534867.493347188
Beroun,Prof.Veselého;Beroun;34;434897.7676057061;5534944.302010745
Beroun,U Slavaše;Beroun;34;433982.73576419335;5535578.39528012
Beroun,U Zelených;Beroun;4;432750.3224010603;5535035.121630359
Beroun,U černého koně;Beroun;34;433457.95648546366;5535196.159223218
Beroun,V Lužánkách;Beroun;4;431502.8308554603;5536491.027977568
Beroun,Velké sídliště;Beroun;4;432092.8778030867;5534377.04807978
Beroun,Vítězslava Hálka I;Beroun;4;433168.1519792965;5535753.828692924
Beroun,Vítězslava Hálka II;Beroun;4;432756.8197720149;5535606.388711139
Beroun,Wágnerovo nám.;Beroun;4;433337.68009356543;5535212.6525580585
Beroun,Zavadilka;Beroun;4;433400.0576503081;5533886.090070467
Beroun,Zdejcina;Beroun;4;430661.6737228669;5536723.433191829
Beroun,autobusové nádraží;Beroun;4;433588.2622155181;5534329.659248056
Beroun,pod dálnicí;Beroun;4;433346.5605790661;5534349.315702003
Beroun,sídliště;Beroun;;432078.0564670861;5534049.806447826
Beroun,třída Míru;Beroun;4;431800.4775285049;5534148.597661073
Beroun,u hřbitova;Beroun;4;432683.84954864695;5535343.995713892
Beroun,Školní náměstí;Beroun;34;434078.7808279897;5535427.961541979
Beroun-Závodí;Beroun;4;434359.47869248415;5535298.375754777
Beroun;Beroun;4;433771.98379628867;5534268.392146645
Bertramka;Praha;P;456553.60935325385;5546838.7698385585
Betonárka;Praha;PB;469548.84269143007;5542802.583798007
Betáň;Praha;PB;462717.4402308945;5539570.29889651
Bezdědovice;Bezdědovice;-;418510.08595702006;5477533.0742297275
Bezděkovská;Praha;P;471467.8219105933;5548251.281899213
Bezno;Bezno;6;485410.35513607017;5579467.511260355
Bečovská;Praha;P0;470522.9243625307;5543301.753434067
Bečváry,rozc.Poďousy;Bečváry;5;507357.20397058467;5533754.785467401
Bečváry,žel.st.;Bečváry;5;505049.1399844671;5533811.175899192
Bečváry;Bečváry;5;505083.7352615544;5533702.625880639
Bečváry;Bečváry;5;505752.12977352925;5533832.287442954
Beřovice,Bakov;Beřovice;5;435564.17313587194;5568565.953046093
Beřovice,horní;Beřovice;5;437229.99416456115;5568555.457493086
Beřovice;Beřovice;5;437541.36717678315;5568841.840687308
Biskupcova;Praha;P;461994.6692334915;5548641.363259779
Biskupcova;Praha;P;462008.8986399392;5548609.356016102
Blatce,Konrádov;Blatce;-;472051.02365993283;5591845.252238196
Blatce,Tubož,rybník;Blatce;-;471585.79084498977;5593233.755893731
Blatce,Tubož;Blatce;-;471608.43909805303;5593122.837375477
Blatiny;Praha;P;450076.4606747505;5546172.587321633
Blatiny;Praha;P;450106.3433211475;5546174.316592204
Blatnická;Praha;PB;447789.597874162;5546015.328599797
Blatno u Jesenice;Blatno;-;384857.7238951003;5550984.406153811
Blatná;Blatná;-;418263.8903883591;5475972.414072352
Blatov;Praha;P;474634.9454183189;5547446.398139491
Blažimská;Praha;P;463686.2918631859;5543488.558551924
Blevice;Blevice;3;445521.1149610016;5562267.021313997
Bobnice,Kovansko;Bobnice;5;503945.80006822123;5561649.27472092
Bobnice,škola;Bobnice;5;504038.76226438594;5562698.846743451
Bobnice;Bobnice;5;504031.7425989957;5562932.715080541
Bohdalec;Praha;P;462049.9342371619;5545470.093247987
Bohdalecká;Praha;P;462293.98888293223;5545077.092946898
Bohemians;Praha;P;461015.99926850176;5546148.452581187
Bohemians;Praha;P;461055.58843940205;5546155.473585182
Bohnické údolí;Praha;P;457979.8014668997;5553880.699970814
Bohutín,Havírna;Bohutín;7;424672.1181260074;5501510.288582566
Bohutín,Vysoká Pec,sídl.;Bohutín;7;425486.28623078275;5501638.73626439
Bohutín,Vysoká Pec,zahrádky;Bohutín;7;425753.17730775074;5502588.349140414
Bohutín,Vysoká Pec;Bohutín;7;425355.5895131467;5501840.903819577
Bohutín,bytovky;Bohutín;7;423409.1330817141;5501064.470273258
Bohutín,hřiště;Bohutín;7;423052.27847026347;5501495.794363993
Bohutín,zbrojnice;Bohutín;7;423764.9879892769;5500916.530566229
Bohutín,škola;Bohutín;7;423661.0304583039;5500648.639832713
Bohutín;Bohutín;7;423974.40261820203;5500918.529831734
Bojanovice,Chaty;Bojanovice;3;453525.53447110904;5523141.1111398935
Bojanovice,Malá Lečice,U Hesů;Bojanovice;4;452026.9238826363;5518959.484082158
Bojanovice,Malá Lečice;Bojanovice;4;452282.72300279915;5519006.69862375
Bojanovice,Rest.;Bojanovice;3;453449.85933886794;5522583.826802077
Bojanovice,Senešnice;Bojanovice;4;450227.5538503644;5519794.695073067
Bojanovice;Bojanovice;2;452942.48310629965;5524147.389459954
Bojasova;Praha;P;461593.1063209959;5553504.855960152
Bojov;Čisovice;2;453212.9869691593;5525511.889183578
Boletická;Praha;P0;465240.48051661736;5553517.421739743
Bolevecká;Praha;P;468217.6984773667;5543519.532145409
Bolina;Vlašim;7;496417.7755602903;5503560.114400751
Boloňská;Praha;P;468188.5122769259;5543989.000183281
Boloňská;Praha;P;468213.5291577585;5544029.421324774
Borek;Borek;3;475291.0581572676;5563257.278521855
Boreč,cihelna;Boreč;6;481478.45377926296;5584589.791942656
Boreč,na křižovatce;Boreč;6;480816.65601724124;5584157.819963295
Boreč,Žebice;Boreč;6;479637.3533785918;5584648.3183293985
Borotice,Cholín;Borotice;5;451693.6017029802;5507557.82475215
Borotice,Dražetice;Borotice;5;449269.5896861555;5510537.1099581495
Borotice,Rozc.Smilovice;Borotice;5;451749.5788004459;5508337.506840544
Borotice,Čelina;Borotice;5;451404.7194291928;5509094.198428053
Borotín,Libenice,rozc.0.8;Borotín;9;469326.77207879635;5485753.730506765
Borotín;Borotín;9;471976.24126914167;5483782.095488772
Botanická zahrada Troja;Praha;P;457857.3664979114;5552047.119406948
Botanická zahrada;Praha;P;458441.61904049583;5546661.350341836
Bořanovice,Náves;Bořanovice;1;462771.0836956877;5558541.540738249
Bořanovice;Bořanovice;1;463181.804541613;5558437.319459716
Bořislavka;Praha;P;454429.48429820203;5549759.120630475
Bořislavka;Praha;PB;454524.92915894784;5549780.937924811
Bořislavka;Praha;PB;454550.37965524103;5549833.937318967
Bořislavka;Praha;PB;454562.5534372594;5549845.650704224
Bošice;Svojšice;5;501099.4825885368;5540326.390440856
Brandýs n.L.-St.Bol.,Aut.st.;Brandýs n.L.-St.Bol.;3;477057.49472877744;5560661.179720525
Brandýs n.L.-St.Bol.,Aut.st.;Brandýs n.L.-St.Bol.;3;477068.61009583826;5560652.65357537
Brandýs n.L.-St.Bol.,Baumit;Brandýs n.L.-St.Bol.;2;476118.9449987986;5558249.764197548
Brandýs n.L.-St.Bol.,Brázdimská;Brandýs n.L.-St.Bol.;2;474961.06657624216;5559587.475830223
Brandýs n.L.-St.Bol.,Continental;Brandýs n.L.-St.Bol.;2;475627.42925976554;5558274.073033617
Brandýs n.L.-St.Bol.,Dům peč.služby;Brandýs n.L.-St.Bol.;2;475422.91874861665;5559965.810447325
Brandýs n.L.-St.Bol.,Fakulta;Brandýs n.L.-St.Bol.;2;476315.5878867933;5559169.144404114
Brandýs n.L.-St.Bol.,Kasárna;Brandýs n.L.-St.Bol.;3;478083.9318935228;5561655.336422136
Brandýs n.L.-St.Bol.,Kralovice;Brandýs n.L.-St.Bol.;2;477630.5902112837;5558608.178571124
Brandýs n.L.-St.Bol.,Most;Brandýs n.L.-St.Bol.;3;476313.2414083974;5559896.294178145
Brandýs n.L.-St.Bol.,Na Panském;Brandýs n.L.-St.Bol.;3;477811.58076763543;5561345.060940695
Brandýs n.L.-St.Bol.,Na Radosti;Brandýs n.L.-St.Bol.;2;476944.22447924013;5559047.5073435195
Brandýs n.L.-St.Bol.,Nem.;Brandýs n.L.-St.Bol.;2;475198.006393366;5559652.89469714
Brandýs n.L.-St.Bol.,Neratovická;Brandýs n.L.-St.Bol.;2;474882.9366876981;5559674.684984142
Brandýs n.L.-St.Bol.,Nádr.;Brandýs n.L.-St.Bol.;2;475460.8493281567;5559071.748136672
Brandýs n.L.-St.Bol.,Nám.;Brandýs n.L.-St.Bol.;2;475732.06405039754;5559331.679387799
Brandýs n.L.-St.Bol.,Pekárny;Brandýs n.L.-St.Bol.;2;476440.5738822496;5558565.257181688
Brandýs n.L.-St.Bol.,Popovice;Brandýs n.L.-St.Bol.;2;473222.6681910193;5558490.284883921
Brandýs n.L.-St.Bol.,Pražská;Brandýs n.L.-St.Bol.;2;475536.276201658;5559113.931106588
Brandýs n.L.-St.Bol.,Rychta;Brandýs n.L.-St.Bol.;2;475483.5365470106;5559653.431997418
Brandýs n.L.-St.Bol.,Sídl.u nádr.;Brandýs n.L.-St.Bol.;2;475165.8413308654;5559300.345004387
Brandýs n.L.-St.Bol.,Sídliště;Brandýs n.L.-St.Bol.;3;477553.01208050846;5561080.6605861755
Brandýs n.L.-St.Bol.,Tyršova;Brandýs n.L.-St.Bol.;2;475759.7087927514;5559008.294796936
Brandýs n.L.-St.Bol.,U Brány;Brandýs n.L.-St.Bol.;3;476606.2892787757;5560290.211808373
Brandýs n.L.-St.Bol.,U Křížku;Brandýs n.L.-St.Bol.;2;475245.9307248926;5560198.375604815
Brandýs n.L.-St.Bol.,U Soudu;Brandýs n.L.-St.Bol.;2;476038.5756274678;5559276.9772774475
Brandýs n.L.-St.Bol.,V Olšinkách;Brandýs n.L.-St.Bol.;2;474880.18010322837;5559416.350033582
Brandýs n.L.-St.Bol.,Vosí hnízdo;Brandýs n.L.-St.Bol.;3;478626.8419753441;5560238.551718687
Brandýs n.L.-St.Bol.,Vrábí;Brandýs n.L.-St.Bol.;2;475290.1553642835;5558488.59688489
Brandýs n.L.-St.Bol.,Zahradní Město;Brandýs n.L.-St.Bol.;2;474923.976492189;5558083.056139553
Brandýs n.L.-St.Bol.,Zdrav.stř.;Brandýs n.L.-St.Bol.;2;475364.25149114896;5558956.612109345
Brandýs n.L.-St.Bol.,Školní;Brandýs n.L.-St.Bol.;3;477062.05697228864;5560622.660476927
Brandýs n.L.-St.Bol.,Žel.st.;Brandýs n.L.-St.Bol.;3;478022.3067648331;5561977.260247878
Brandýs nad Labem zast.;Brandýs n.L.-St.Bol.;2;477012.48513136763;5558733.385973266
Brandýs nad Labem-Zápská;Brandýs n.L.-St.Bol.;2;476081.486435813;5559098.883772241
Brandýs nad Labem;Brandýs n.L.-St.Bol.;2;475385.72011312353;5559085.62279482
Brandýsek,Olšany;Brandýsek;34;439598.5292294919;5559789.0310588665
Brandýsek,u kina;Brandýsek;34;440225.2737553835;5559926.475124669
Brandýsek,škola;Brandýsek;34;439910.3411955527;5559946.162664518
Brandýsek,žel.st.;Brandýsek;34;440842.93604550883;5559538.542773139
Brandýsek;Brandýsek;34;440095.3267464793;5559971.9565328695
Brandýsek;Brandýsek;4;440962.9822542168;5559431.874970489
Branické náměstí;Praha;P;458088.72769501084;5542626.582732093
Branov,háj.;Branov;6;417925.24386943184;5539596.96099165
Branov,pod ohradou;Branov;6;417286.7644320888;5540323.504509621
Branov;Branov;6;417148.7382010969;5540639.987833416
Bratkovice,Domin.Paseky,rozc.1.0;Bratkovice;6;428662.9902719067;5512105.469242953
Bratkovice,Domin.Paseky;Bratkovice;6;427734.36888817383;5511469.728395555
Bratkovice;Bratkovice;6;427964.2752475622;5510408.161173846
Bratkovice;Bratkovice;6;428160.47090911283;5510054.8838546295
Bratronice,Dolní Bezděkov;Bratronice;4;430970.5936288309;5548469.313909219
Bratronice,Mostecký Mlýn;Bratronice;4;431480.8575035723;5547227.252603367
Bratronice,křižovatka;Bratronice;4;429810.4759750867;5546750.056916813
Bratronice,odb.Mostecký Mlýn;Bratronice;4;430891.15003741055;5548019.40546999
Bratronice;Bratronice;4;429486.740834145;5546635.957844229
Bratřínov;Bratřínov;3;452568.2582718933;5521358.793123012
Braunova;Praha;P;457188.87739340996;5545674.6226564525
Braškov,Toskánka;Braškov;2;436165.42920910794;5550730.723493844
Braškov,Valdek;Braškov;23;434730.0143687059;5549953.040371548
Braškov;Braškov;2;435701.61834809044;5550266.912534071
Brechtova;Praha;P;465392.50450459623;5542674.286814868
Breitcetlova;Praha;P;469574.74900132156;5550518.906981104
Britská škola Kamýk;Praha;;460133.1597233039;5540062.073815005
Brodce,Cukrovarská;Brodce;6;490477.14460073697;5574566.660283611
Brodce,Obecní úřad;Brodce;6;490602.6954776352;5575407.558472543
Brodce,sokolovna;Brodce;6;490451.2630705103;5575106.4678050475
Brodec,rozc.2.0;Brodec;7;416027.5385717981;5572842.83096369
Brodecká;Praha;P;451615.5206192068;5548723.8899222575
Brodského;Praha;P;464450.1015632915;5543041.462452207
Broumy,Bušohrad;Broumy;6;414886.604658096;5533285.333466545
Broumy,Kolna;Broumy;6;421240.01467708824;5532811.027431331
Broumy,Luh rozc.;Broumy;6;417788.42150836677;5535302.511483365
Broumy,U dvora;Broumy;6;417029.7308482188;5534758.233296121
Broumy,radnice;Broumy;6;417682.9645737535;5534223.951214412
Broumy,škola;Broumy;6;417907.37314417417;5533813.618449952
Brumlovka;Praha;P0;460963.9340138022;5544103.479412194
Bruselská;Praha;P;459445.25547292636;5546901.714779149
Brusnice;Praha;P;456474.62945891917;5549146.941885185
Bryksova;Praha;P;469895.32512613275;5550088.166507553
Brázdim,Nový Brázdim;Brázdim;1;470407.32393390336;5559007.296806114
Brázdim,Rozc.Veliký Brázdim;Brázdim;1;470209.60255475907;5559947.571270667
Brázdim,Starý Brázdim;Brázdim;1;470675.80509370967;5558989.074708149
Bubenská;Praha;P;459704.3341012497;5549690.148888284
Bubovice,Višňovka;Bubovice;2;440012.09592053795;5536148.810536557
Bubovice;Bubovice;2;440292.897635509;5535658.871657081
Bucharova;Praha;P;452683.2150332381;5544845.869554584
Buda;Bakov n.Jiz.;8;499052.716541639;5591870.038624008
Budiměřice,Rašovice;Budiměřice;6;508310.0210939311;5561524.825303673
Budiměřice,Šlotava;Budiměřice;56;506734.1634913223;5560742.644138715
Budiměřice;Budiměřice;56;506880.9786693486;5560432.145803699
Budovec;Praha;PB;455951.318516625;5553742.101820574
Budčice;Vlastějovice;8;513309.13439089386;5507779.390003619
Budějovická;Praha;P0;460482.6529043231;5543761.24341694
Budějovická;Praha;P;460506.7295685212;5543899.743498122
Budějovická;Praha;P;460532.73680164723;5543713.991646849
Bukovany,Rozc.;Bukovany;4;473199.83378729236;5519143.102365101
Bukovany;Bukovany;4;472541.10236623255;5519143.602104356
Bukovinská;Praha;PB;469781.8829056452;5554725.617405822
Bukovno;Bukovno;7;488167.0002756287;5587966.567389621
Buková u Příbramě,Na Vršku;Buková u Příbramě;6;433167.1541939699;5511489.720572824
Buková u Příbramě;Buková u Příbramě;6;432800.30367174896;5511774.604465924
Bulovka;Praha;P0;461986.10022627894;5551645.821725405
Bulovka;Praha;P;461962.04990734864;5551697.27094479
Bulovka;Praha;P;461969.2593339488;5551787.239421223
Butovická;Praha;P;454392.0508557971;5544534.078478562
Buš,Pod Klíčem;Buš;4;455954.3642567262;5516600.63819767
Buš;Buš;4;455681.560230049;5516941.271006575
Buštěhrad,Bouchalka,Křiž.;Buštěhrad;2;443277.3092416822;5556681.262185992
Buštěhrad,Bouchalka;Buštěhrad;2;443436.9648203718;5556855.727077067
Buštěhrad,U Kahance;Buštěhrad;2;441521.74557879474;5555792.660276609
Buštěhrad,U Kapličky;Buštěhrad;2;442500.61702305137;5555942.8996608965
Buštěhrad,u školy;Buštěhrad;2;441863.90795051097;5556462.62287304
Buštěhrad;Buštěhrad;2;442112.00492085173;5556099.535271874
Bykoš,odb.Vinařice;Bykoš;4;433587.8964716055;5527339.201149183
Bykoš;Bykoš;4;432742.32634902105;5526033.291466896
Bykáň;Křesetice;6;517235.0840480086;5526610.332610038
Bystřice u Benešova;Bystřice;6;475970.79308332084;5509967.665651425
Bystřice,Božkovice,rozc.;Bystřice;6;471714.7828802725;5505464.039764465
Bystřice,Drachkov,bytovky;Bystřice;6;472843.5190800262;5507015.415243904
Bystřice,Drachkov;Bystřice;6;472598.53218831355;5506865.225971896
Bystřice,Hlivín;Bystřice;6;479995.780078475;5503806.999185116
Bystřice,Jinošice,rozc.Hutě;Bystřice;6;477438.9596871602;5506164.7324717315
Bystřice,Jinošice;Bystřice;6;477562.52101896843;5505808.809207488
Bystřice,Jiřín;Bystřice;6;477035.1253701114;5502824.708072004
Bystřice,Jírovice,Kukačka;Bystřice;5;475559.37211454747;5511864.0699855555
Bystřice,Jírovice,rozc.;Bystřice;5;476451.008585531;5511447.739712549
Bystřice,Jírovice;Bystřice;5;475979.5251221367;5511658.887717611
Bystřice,Knihovka;Bystřice;6;475136.5517859203;5507268.412955649
Bystřice,Líšno;Bystřice;6;477240.66159589856;5508974.317068967
Bystřice,Mlýny,Rozc.;Bystřice;6;471752.9239616896;5509689.956291649
Bystřice,Mokrá Lhota,rozc.;Bystřice;6;477410.19069617987;5510637.444823294
Bystřice,Mokrá Lhota;Bystřice;6;477676.39412189304;5510782.420641726
Bystřice,Nesvačily,Nad Rybníkem;Bystřice;6;474270.8974657002;5508895.780217695
Bystřice,Nesvačily,Rest.;Bystřice;6;473621.162303409;5509160.672075389
Bystřice,Nesvačily,vodárna;Bystřice;6;474104.2109327588;5508436.199537306
Bystřice,Opřetice;Bystřice;6;476421.2749054366;5506841.303047407
Bystřice,Ouběnice,Dubovka;Bystřice;6;477760.99191676715;5504804.801635338
Bystřice,Ouběnice,rozc.Jiřín;Bystřice;6;477046.9520614528;5504367.41462608
Bystřice,Ouběnice;Bystřice;6;477398.5944900952;5504630.241998523
Bystřice,Petrovice;Bystřice;6;474170.964103007;5507596.113086496
Bystřice,Radošovice,rozc.;Bystřice;6;475138.0850084965;5506345.7280859
Bystřice,Strženec;Bystřice;6;478764.93240134;5503365.712515574
Bystřice,Tožice;Bystřice;6;475030.02390024264;5505336.817110381
Bystřice,Tvoršovice,Rozc.I;Bystřice;5;474318.3780399845;5511921.546516719
Bystřice,Tvoršovice,Rozc.II;Bystřice;6;472957.93272014183;5509611.4883062495
Bystřice,Tvoršovice;Bystřice;5;473451.7313513071;5510863.977592597
Bystřice,Vokov;Bystřice;6;478483.62531843345;5510309.660401607
Bystřice,nám.;Bystřice;6;476026.1818776046;5508907.275439578
Bystřice,rozc.Kobylí;Bystřice;6;478203.2327285334;5504183.540630537
